id,l1,l2,l3,rooms,bedrooms,bathrooms,surface_total,surface_covered,price
3985,Argentina,Capital Federal,Palermo,3,1,2,86,,530000
3986,Argentina,Capital Federal,Palermo,3,1,1,75,63,225000
3987,Argentina,Capital Federal,Belgrano,3,2,2,108,89,427000
3988,Argentina,Capital Federal,Belgrano,3,2,2,101,75,397000
3989,Argentina,Capital Federal,Belgrano,3,2,2,81,81,545000
3990,Argentina,Capital Federal,Belgrano,3,2,2,84,64,338000
3991,Argentina,Capital Federal,Belgrano,3,2,2,84,64,342000
3992,Argentina,Capital Federal,Belgrano,3,2,2,108,89,432000
3993,Argentina,Capital Federal,Belgrano,3,2,1,48,45,105000
3994,Argentina,Capital Federal,Recoleta,3,2,1,114,114,365000
3995,Argentina,Capital Federal,Recoleta,3,2,1,98,81,185000
3996,Argentina,Capital Federal,Saavedra,3,2,1,57,,131200
3997,Argentina,Capital Federal,Belgrano,2,1,1,59,48,229000
3998,Argentina,Capital Federal,Palermo,3,2,2,62,59,290500
3999,Argentina,Capital Federal,Palermo,3,2,1,75,75,189000
4000,Argentina,Capital Federal,Belgrano,3,2,2,78,64,330000
4001,Argentina,Capital Federal,Almagro,3,2,1,66,59,145000
4002,Argentina,Capital Federal,Recoleta,2,1,1,43,43,177000
4003,Argentina,Capital Federal,Almagro,3,2,1,68,62,230000
4004,Argentina,Capital Federal,Saavedra,2,1,1,43,,96800
4005,Argentina,Capital Federal,Saavedra,2,,1,48,45,125000
4006,Argentina,Capital Federal,Balvanera,2,1,1,50,50,65000
4007,Argentina,Capital Federal,Balvanera,2,1,1,38,38,63000
4008,Argentina,Capital Federal,San Telmo,2,1,1,50,47,175000
4009,Argentina,Capital Federal,Barrio Norte,2,1,,,,130000
4010,Argentina,Capital Federal,Barrio Norte,2,1,1,33,32,89000
4011,Argentina,Capital Federal,Balvanera,2,1,1,39,35,70000
4012,Argentina,Capital Federal,Villa Crespo,2,1,1,50,50,129000
4013,Argentina,Capital Federal,Villa Crespo,2,1,1,61,44,137000
4014,Argentina,Capital Federal,Villa Urquiza,2,1,1,63,51,240000
4015,Argentina,Capital Federal,Villa Urquiza,2,1,2,62,52,125000
4016,Argentina,Capital Federal,Boedo,3,2,1,67,60,189000
4017,Argentina,Capital Federal,Villa Crespo,2,1,1,37,34,95000
4018,Argentina,Capital Federal,Flores,3,2,1,57,,78000
4019,Argentina,Capital Federal,Nuñez,3,2,1,70,60,210000
4020,Argentina,Capital Federal,Parque Centenario,3,2,2,78,70,184000
4021,Argentina,Capital Federal,Villa Crespo,3,2,1,52,48,120000
4022,Argentina,Capital Federal,Villa Crespo,3,2,1,68,63,150000
4023,Argentina,Capital Federal,Puerto Madero,3,2,2,98,98,540000
4024,Argentina,Capital Federal,Parque Centenario,3,2,1,52,48,120000
4025,Argentina,Capital Federal,Parque Chacabuco,3,2,2,,,170000
4026,Argentina,Capital Federal,Parque Centenario,3,2,1,56,56,137000
4027,Argentina,Capital Federal,Almagro,4,3,2,91,87,214999
4028,Argentina,Capital Federal,Villa Crespo,3,2,1,54,54,112001
4029,Argentina,Capital Federal,Puerto Madero,3,2,3,128,113,765000
4030,Argentina,Capital Federal,Villa Crespo,3,2,1,70,60,220000
4031,Argentina,Capital Federal,Palermo,3,2,1,59,55,185000
4032,Argentina,Capital Federal,Barrio Norte,3,2,3,106,93,330000
4033,Argentina,Capital Federal,Mataderos,3,2,2,85,68,156000
4034,Argentina,Capital Federal,Recoleta,3,2,2,130,120,450000
4035,Argentina,Capital Federal,Congreso,3,2,2,108,96,260001
4036,Argentina,Capital Federal,Belgrano,3,2,1,70,63,157000
4037,Argentina,Capital Federal,Palermo,3,2,1,67,62,320000
4038,Argentina,Capital Federal,Palermo,3,2,1,80,80,189001
4039,Argentina,Capital Federal,Palermo,3,2,1,60,56,190000
4040,Argentina,Capital Federal,Palermo,3,2,1,63,55,165000
4041,Argentina,Capital Federal,Palermo,4,3,3,150,100,325000
4042,Argentina,Capital Federal,Palermo,3,2,2,66,60,170000
4043,Argentina,Capital Federal,San Nicolás,3,2,1,66,60,109000
4044,Argentina,Capital Federal,Palermo,4,3,3,112,102,386901
4045,Argentina,Capital Federal,Palermo,5,4,4,390,390,2900000
4046,Argentina,Capital Federal,Belgrano,4,3,3,171,171,1350000
4047,Argentina,Capital Federal,Palermo,3,3,1,86,86,210000
4048,Argentina,Capital Federal,Recoleta,6,1,2,280,280,980000
4049,Argentina,Capital Federal,Recoleta,6,4,2,176,176,480000
4050,Argentina,Capital Federal,Palermo,6,3,3,270,270,845000
4051,Argentina,Capital Federal,Barrio Norte,5,4,2,220,220,590000
4052,Argentina,Capital Federal,Barrio Norte,5,3,2,310,310,980000
4053,Argentina,Capital Federal,Almagro,5,4,2,145,104,329000
4054,Argentina,Capital Federal,Retiro,5,3,2,201,166,630000
4055,Argentina,Capital Federal,Abasto,5,4,2,145,104,330000
4056,Argentina,Capital Federal,Parque Centenario,4,3,3,154,150,315001
4057,Argentina,Capital Federal,Puerto Madero,4,3,4,180,180,1200000
4058,Argentina,Capital Federal,Villa Crespo,4,3,2,94,85,230000
4059,Argentina,Capital Federal,Villa Crespo,4,3,2,145,135,275000
4060,Argentina,Capital Federal,Barrio Norte,4,3,3,150,150,420001
4061,Argentina,Capital Federal,Barrio Norte,4,3,2,158,158,450000
4062,Argentina,Capital Federal,Barrio Norte,4,3,3,163,140,580001
4063,Argentina,Capital Federal,Mataderos,4,3,3,133,89,218000
4064,Argentina,Capital Federal,Mataderos,4,3,3,99,89,198000
4065,Argentina,Capital Federal,Recoleta,4,3,3,105,105,250000
4066,Argentina,Capital Federal,Recoleta,4,3,2,104,96,250000
4067,Argentina,Capital Federal,Belgrano,4,3,3,165,153,470000
4068,Argentina,Capital Federal,Belgrano,4,3,2,144,144,595000
4069,Argentina,Capital Federal,Belgrano,4,3,3,171,171,1250000
4070,Argentina,Capital Federal,Palermo,4,3,1,78,70,235000
4071,Argentina,Capital Federal,Palermo,3,2,1,53,53,135000
4072,Argentina,Capital Federal,Chacarita,1,,1,37,25,87500
4073,Argentina,Capital Federal,Palermo,3,2,2,73,67,405000
4074,Argentina,Capital Federal,Once,2,1,1,35,35,75000
4075,Argentina,Capital Federal,Villa Crespo,1,,1,37,34,108000
4076,Argentina,Capital Federal,Villa Crespo,1,,1,78,78,246581
4077,Argentina,Capital Federal,Villa Crespo,1,,1,38,28,69499
4078,Argentina,Capital Federal,Villa Crespo,1,,1,39,33,119667
4079,Argentina,Capital Federal,Villa Crespo,1,,1,33,32,89000
4080,Argentina,Capital Federal,Barrio Norte,1,1,1,27,27,125000
4081,Argentina,Capital Federal,Barrio Norte,1,1,1,38,38,123500
4082,Argentina,Capital Federal,Barrio Norte,1,1,1,30,28,79000
4083,Argentina,Capital Federal,San Telmo,1,,1,49,48,160000
4084,Argentina,Capital Federal,Palermo,7,3,3,271,240,1090000
4085,Argentina,Capital Federal,Recoleta,1,1,1,38,38,124000
4086,Argentina,Capital Federal,Belgrano,1,,1,34,31,102001
4087,Argentina,Capital Federal,Palermo,1,,1,47,47,105000
4088,Argentina,Capital Federal,Palermo,1,1,1,40,37,115000
4089,Argentina,Capital Federal,Palermo,1,,1,37,33,95000
4090,Argentina,Capital Federal,Almagro,1,,1,18,18,49999
4091,Argentina,Capital Federal,Almagro,1,,1,47,47,105000
4092,Argentina,Capital Federal,Nuñez,1,1,1,47,35,152200
4093,Argentina,Capital Federal,Once,1,,1,26,26,65000
4094,Argentina,Capital Federal,Recoleta,,,,,,395000
4095,Argentina,Capital Federal,Recoleta,,2,1,105,82,210000
4096,Argentina,Capital Federal,Congreso,,,,,,85000
4097,Argentina,Capital Federal,Almagro,2,1,1,44,44,100000
4098,Argentina,Capital Federal,Palermo,3,2,1,66,59,174000
4099,Argentina,Capital Federal,Almagro,2,1,1,40,40,93000
4100,Argentina,Capital Federal,Almagro,2,1,1,45,42,95000
4101,Argentina,Capital Federal,Coghlan,3,2,1,65,62,149500
4102,Argentina,Capital Federal,Almagro,3,2,1,77,51,195000
4103,Argentina,Capital Federal,Almagro,3,2,1,75,68,215001
4104,Argentina,Capital Federal,Almagro,3,2,1,52,48,120000
4105,Argentina,Capital Federal,Nuñez,3,2,1,70,63,157000
4106,Argentina,Capital Federal,Flores,3,2,1,57,57,59000
4107,Argentina,Capital Federal,Boedo,3,2,1,52,52,119000
4108,Argentina,Capital Federal,Once,3,2,1,81,75,169000
4109,Argentina,Capital Federal,Villa General Mitre,2,1,2,54,52,104000
4110,Argentina,Capital Federal,Villa Crespo,2,1,1,42,40,99499
4111,Argentina,Capital Federal,Villa Crespo,2,1,1,38,35,105573
4112,Argentina,Capital Federal,Villa Crespo,2,1,1,71,45,211167
4113,Argentina,Capital Federal,Villa Crespo,2,1,1,42,40,99500
4114,Argentina,Capital Federal,Villa Crespo,2,1,1,38,35,103571
4115,Argentina,Capital Federal,Chacarita,2,1,1,42,40,99500
4116,Argentina,Capital Federal,Caballito,2,1,1,46,42,119000
4117,Argentina,Capital Federal,Caballito,2,1,1,48,44,148001
4118,Argentina,Capital Federal,Belgrano,2,1,1,53,45,150000
4119,Argentina,Capital Federal,Belgrano,2,1,1,45,45,130000
4120,Argentina,Capital Federal,Belgrano,2,1,1,50,44,149000
4121,Argentina,Capital Federal,Palermo,2,1,1,33,33,98001
4122,Argentina,Capital Federal,Palermo,2,1,1,55,51,200000
4123,Argentina,Capital Federal,Almagro,2,1,1,46,42,171990
4124,Argentina,Capital Federal,Almagro,2,1,1,30,30,83001
4125,Argentina,Capital Federal,Recoleta,10,4,3,489,489,5700000
4126,Argentina,Capital Federal,Palermo,2,1,1,53,48,260000
4127,Argentina,Capital Federal,Recoleta,4,2,3,,128,450000
4128,Argentina,Capital Federal,Flores,4,3,1,83,80,109000
4129,Argentina,Capital Federal,Barrio Norte,3,2,1,74,58,120000
4130,Argentina,Capital Federal,Recoleta,3,2,2,120,115,360000
4131,Argentina,Capital Federal,Palermo,3,2,1,50,50,155000
4132,Argentina,Capital Federal,Almagro,4,2,1,90,90,250000
4133,Argentina,Capital Federal,Villa Pueyrredón,2,1,1,45,40,149000
4134,Argentina,Capital Federal,Balvanera,1,1,1,25,25,45000
4135,Argentina,Capital Federal,Recoleta,2,1,1,33,33,81000
4136,Argentina,Capital Federal,Palermo,1,1,1,40,35,145000
4137,Argentina,Capital Federal,Villa Luro,1,,1,21,21,50000
4138,Argentina,Capital Federal,Recoleta,5,3,2,133,121,286000
4139,Argentina,Capital Federal,Nuñez,5,4,2,101,94,285000
4140,Argentina,Capital Federal,Palermo,2,1,1,77,66,235842
4141,Argentina,Capital Federal,Nuñez,1,,1,40,38,99000
4142,Argentina,Capital Federal,Nuñez,1,,1,61,43,145000
4143,Argentina,Capital Federal,Almagro,,,,,,190000
4144,Argentina,Capital Federal,Parque Avellaneda,2,1,1,69,31,79900
4145,Argentina,Capital Federal,Palermo,1,,1,20,20,75000
4146,Argentina,Capital Federal,San Nicolás,,,,,,295000
4147,Argentina,Capital Federal,San Cristobal,,,1,28,28,75000
4148,Argentina,Capital Federal,Villa Pueyrredón,1,,1,35,34,69900
4149,Argentina,Capital Federal,Flores,2,1,1,55,49,155000
4150,Argentina,Capital Federal,Nuñez,1,1,1,30,30,75000
4151,Argentina,Capital Federal,Almagro,2,1,1,37,37,74000
4152,Argentina,Capital Federal,San Cristobal,2,1,1,52,44,100000
4153,Argentina,Capital Federal,Villa Crespo,2,1,1,42,42,64000
4154,Argentina,Capital Federal,Barrio Norte,2,1,1,44,35,112000
4155,Argentina,Capital Federal,Barrio Norte,2,1,,,,112000
4156,Argentina,Capital Federal,Agronomía,2,1,1,,42,135000
4157,Argentina,Capital Federal,Coghlan,1,1,1,52,45,170000
4158,Argentina,Capital Federal,Mataderos,2,1,1,61,53,162500
4159,Argentina,Capital Federal,Recoleta,3,1,1,72,,225000
4160,Argentina,Capital Federal,Floresta,2,1,1,49,40,105000
4161,Argentina,Capital Federal,Belgrano,2,1,1,56,51,145000
4162,Argentina,Capital Federal,Palermo,1,1,1,33,29,125000
4163,Argentina,Capital Federal,Mataderos,2,1,1,65,53,147500
4164,Argentina,Capital Federal,Palermo,3,2,3,,115,535000
4165,Argentina,Capital Federal,Abasto,,,,,,150000
4166,Argentina,Capital Federal,Barrio Norte,4,3,3,130,125,399000
4167,Argentina,Capital Federal,Barrio Norte,4,3,2,,,290000
4168,Argentina,Capital Federal,Mataderos,4,3,2,189,125,365000
4169,Argentina,Capital Federal,Caballito,4,3,1,111,110,195000
4170,Argentina,Capital Federal,Caballito,4,3,3,142,100,308000
4171,Argentina,Capital Federal,Recoleta,4,3,2,165,141,449000
4172,Argentina,Capital Federal,Recoleta,4,3,1,127,103,309000
4173,Argentina,Capital Federal,Belgrano,4,3,4,108,102,380000
4174,Argentina,Capital Federal,Palermo,4,3,4,150,140,850000
4175,Argentina,Capital Federal,Palermo,4,3,4,108,102,380000
4176,Argentina,Capital Federal,Palermo,4,3,4,397,380,4500000
4177,Argentina,Capital Federal,Coghlan,6,3,3,310,310,970000
4178,Argentina,Capital Federal,Coghlan,4,3,2,141,105,230000
4179,Argentina,Capital Federal,Almagro,4,3,1,85,75,195000
4180,Argentina,Capital Federal,Nuñez,4,3,2,141,105,230000
4181,Argentina,Capital Federal,Flores,4,3,2,143,126,230000
4182,Argentina,Capital Federal,Puerto Madero,3,2,2,128,122,620000
4183,Argentina,Capital Federal,Puerto Madero,3,2,2,128,116,1450000
4184,Argentina,Capital Federal,Colegiales,3,2,2,89,85,310000
4185,Argentina,Capital Federal,Mataderos,3,2,1,97,75,205000
4186,Argentina,Capital Federal,Mataderos,3,2,1,171,98,310000
4187,Argentina,Capital Federal,Belgrano,3,2,2,66,60,210000
4188,Argentina,Capital Federal,Puerto Madero,5,3,2,191,186,1500000
4189,Argentina,Capital Federal,Palermo,3,2,1,75,63,225000
4190,Argentina,Capital Federal,Puerto Madero,4,3,4,253,187,1850000
4191,Argentina,Capital Federal,Villa Lugano,4,3,1,67,60,45000
4192,Argentina,Capital Federal,Saavedra,5,4,3,88,80,280000
4193,Argentina,Capital Federal,Saavedra,5,4,2,101,94,285000
4194,Argentina,Capital Federal,San Telmo,5,4,3,263,223,520000
4195,Argentina,Capital Federal,San Nicolás,5,3,2,161,155,295000
4196,Argentina,Capital Federal,Puerto Madero,4,3,4,152,141,1688000
4197,Argentina,Capital Federal,Almagro,1,,1,36,36,95160
4198,Argentina,Capital Federal,Retiro,1,,1,20,20,72000
4199,Argentina,Capital Federal,Nuñez,1,,,30,27,79900
4200,Argentina,Capital Federal,Flores,1,,1,33,28,63500
4201,Argentina,Capital Federal,Flores,1,,1,65,38,105000
4202,Argentina,Capital Federal,San Telmo,1,1,1,25,25,75000
4203,Argentina,Capital Federal,Colegiales,2,1,1,55,55,155000
4204,Argentina,Capital Federal,Tribunales,1,1,1,53,53,93000
4205,Argentina,Capital Federal,Tribunales,2,1,1,58,58,140661
4206,Argentina,Capital Federal,Tribunales,1,1,1,53,53,117484
4207,Argentina,Capital Federal,Barrio Norte,1,1,1,45,40,235000
4208,Argentina,Capital Federal,Barrio Norte,2,1,1,39,29,130000
4209,Argentina,Capital Federal,San Nicolás,2,1,1,40,40,110000
4210,Argentina,Capital Federal,Villa Crespo,1,1,1,80,80,152096
4211,Argentina,Capital Federal,Villa Crespo,1,1,1,42,42,73940
4212,Argentina,Capital Federal,Villa Crespo,2,1,1,51,51,120256
4213,Argentina,Capital Federal,Villa Devoto,2,1,1,54,48,135000
4214,Argentina,Capital Federal,Villa Devoto,2,1,1,79,56,289000
4215,Argentina,Capital Federal,Puerto Madero,2,1,1,81,75,510000
4216,Argentina,Capital Federal,Puerto Madero,2,1,1,88,,390000
4217,Argentina,Capital Federal,Barrio Norte,2,1,2,58,47,158000
4218,Argentina,Capital Federal,Almagro,1,,1,36,36,95160
4219,Argentina,Capital Federal,Caballito,2,1,1,67,60,200000
4220,Argentina,Capital Federal,Caballito,2,1,1,61,53,220000
4221,Argentina,Capital Federal,Belgrano,2,1,1,77,77,207900
4222,Argentina,Capital Federal,Belgrano,2,1,1,73,73,149730
4223,Argentina,Capital Federal,Belgrano,2,1,1,73,73,139000
4224,Argentina,Capital Federal,Belgrano,2,1,1,57,57,210000
4225,Argentina,Capital Federal,Belgrano,2,1,1,71,71,163873
4226,Argentina,Capital Federal,Belgrano,2,1,1,45,43,145000
4227,Argentina,Capital Federal,Congreso,1,1,1,56,26,100000
4228,Argentina,Capital Federal,Recoleta,2,1,2,58,47,158000
4229,Argentina,Capital Federal,Recoleta,2,1,1,39,39,145000
4230,Argentina,Capital Federal,Recoleta,2,1,1,49,44,169000
4231,Argentina,Capital Federal,Recoleta,2,1,1,29,29,85000
4232,Argentina,Capital Federal,Recoleta,1,1,1,,,100000
4233,Argentina,Capital Federal,Recoleta,1,1,1,35,33,148000
4234,Argentina,Capital Federal,Recoleta,2,1,1,40,40,150000
4235,Argentina,Capital Federal,Recoleta,2,1,1,,,145000
4236,Argentina,Capital Federal,Balvanera,2,1,1,45,38,95000
4237,Argentina,Capital Federal,Balvanera,2,1,1,36,36,79000
4238,Argentina,Capital Federal,Balvanera,2,1,1,37,37,90000
4239,Argentina,Capital Federal,Caballito,,1,1,39,39,101500
4240,Argentina,Capital Federal,Caballito,2,1,1,63,51,170000
4241,Argentina,Capital Federal,Caballito,2,1,1,72,72,225000
4242,Argentina,Capital Federal,Monserrat,2,1,1,50,45,115000
4243,Argentina,Capital Federal,Belgrano,2,1,1,60,60,220000
4244,Argentina,Capital Federal,Caballito,7,5,4,257,257,390000
4245,Argentina,Capital Federal,Belgrano,2,1,1,71,71,213000
4246,Argentina,Capital Federal,Nuñez,1,1,1,37,37,120000
4247,Argentina,Capital Federal,Nuñez,2,1,1,42,40,129000
4248,Argentina,Capital Federal,Flores,2,1,1,79,39,120000
4249,Argentina,Capital Federal,Boedo,2,1,1,43,43,99500
4250,Argentina,Capital Federal,Boedo,2,1,1,,,70000
4251,Argentina,Capital Federal,Villa Urquiza,1,,1,42,39,96703
4252,Argentina,Capital Federal,San Cristobal,1,,1,43,40,85000
4253,Argentina,Capital Federal,Puerto Madero,1,,1,27,24,165000
4254,Argentina,Capital Federal,Puerto Madero,1,,1,36,36,214999
4255,Argentina,Capital Federal,Puerto Madero,1,,1,36,36,239999
4256,Argentina,Capital Federal,Constitución,1,,1,36,36,55000
4257,Argentina,Capital Federal,San Nicolás,1,,1,23,23,63000
4258,Argentina,Capital Federal,San Nicolás,1,,1,23,23,83000
4259,Argentina,Capital Federal,Colegiales,4,,1,84,72,195000
4260,Argentina,Capital Federal,Nuñez,2,1,1,68,61,170000
4261,Argentina,Capital Federal,San Telmo,1,,1,30,30,80000
4262,Argentina,Capital Federal,Mataderos,1,,1,39,35,78000
4263,Argentina,Capital Federal,Almagro,1,,1,36,36,95160
4264,Argentina,Capital Federal,Almagro,1,,1,36,36,93600
4265,Argentina,Capital Federal,Almagro,1,,1,36,36,95212
4266,Argentina,Capital Federal,Almagro,1,,1,36,36,95160
4267,Argentina,Capital Federal,Palermo,1,,1,38,38,113000
4268,Argentina,Capital Federal,Palermo,1,,1,35,31,120000
4269,Argentina,Capital Federal,Palermo,1,,1,24,24,115000
4270,Argentina,Capital Federal,Palermo,1,,1,30,30,140000
4271,Argentina,Capital Federal,Pompeya,1,,1,34,30,80000
4272,Argentina,Capital Federal,Belgrano,1,,1,27,27,85000
4273,Argentina,Capital Federal,Floresta,1,,1,38,37,87000
4274,Argentina,Capital Federal,Balvanera,1,,1,26,26,79000
4275,Argentina,Capital Federal,Balvanera,1,,1,23,23,68000
4276,Argentina,Capital Federal,Monserrat,1,,1,,20,56000
4277,Argentina,Capital Federal,Puerto Madero,2,1,1,65,,360000
4278,Argentina,Capital Federal,Nuñez,2,1,1,41,41,115000
4279,Argentina,Capital Federal,Nuñez,2,1,1,40,38,83000
4280,Argentina,Capital Federal,Belgrano,2,1,1,40,40,118000
4281,Argentina,Capital Federal,Belgrano,2,1,1,68,61,170000
4282,Argentina,Capital Federal,Belgrano,2,1,1,,47,155000
4283,Argentina,Capital Federal,Belgrano,2,1,1,60,56,279000
4284,Argentina,Capital Federal,Belgrano,1,1,1,38,38,100277
4285,Argentina,Capital Federal,Belgrano,2,1,1,41,37,100000
4286,Argentina,Capital Federal,Belgrano,2,1,1,62,62,186000
4287,Argentina,Capital Federal,Belgrano,2,1,1,51,48,150000
4288,Argentina,Capital Federal,Palermo,2,1,1,59,41,265000
4289,Argentina,Capital Federal,Palermo,2,1,1,52,47,222000
4290,Argentina,Capital Federal,Palermo,2,1,2,74,57,150000
4291,Argentina,Capital Federal,Palermo,2,1,2,50,45,180000
4292,Argentina,Capital Federal,Palermo,2,1,1,52,52,189900
4293,Argentina,Capital Federal,Palermo,1,1,1,53,53,150000
4294,Argentina,Capital Federal,Nuñez,2,1,1,42,42,120000
4295,Argentina,Capital Federal,Palermo,2,1,1,51,43,206000
4296,Argentina,Capital Federal,Palermo,,1,1,80,47,230000
4297,Argentina,Capital Federal,Palermo,2,1,1,59,59,180000
4298,Argentina,Capital Federal,Palermo,1,1,1,51,51,145000
4299,Argentina,Capital Federal,Palermo,1,1,1,42,42,135000
4300,Argentina,Capital Federal,Palermo,2,1,1,37,37,84000
4301,Argentina,Capital Federal,Liniers,2,1,1,37,34,78000
4302,Argentina,Capital Federal,Almagro,,1,1,39,39,101500
4303,Argentina,Capital Federal,Almagro,2,1,1,50,50,130000
4304,Argentina,Capital Federal,Almagro,2,1,1,46,43,124000
4305,Argentina,Capital Federal,Retiro,2,1,1,46,46,149000
4306,Argentina,Capital Federal,Retiro,2,1,1,67,67,260000
4307,Argentina,Capital Federal,Retiro,1,1,1,42,42,95000
4308,Argentina,Capital Federal,Nuñez,2,1,1,,,99000
4309,Argentina,Capital Federal,Nuñez,2,1,1,40,31,97000
4310,Argentina,Capital Federal,Palermo,2,1,,35,35,110000
4311,Argentina,Capital Federal,Villa Urquiza,2,1,1,50,47,278000
4312,Argentina,Capital Federal,Recoleta,3,2,1,92,86,270000
4313,Argentina,Capital Federal,Villa Urquiza,1,1,1,38,38,80000
4314,Argentina,Capital Federal,Belgrano,4,3,1,,80,238000
