id,l1,l2,l3,rooms,bedrooms,bathrooms,surface_total,surface_covered,price
3571,Argentina,Capital Federal,Palermo,3,2,2,160,160,590000
3572,Argentina,Capital Federal,San Nicolás,1,1,1,25,25,55000
3573,Argentina,Capital Federal,,3,2,,75,72,99000
3574,Argentina,Capital Federal,Palermo,3,2,3,110,110,580000
3575,Argentina,Capital Federal,Saavedra,3,2,2,82,72,250000
3576,Argentina,Capital Federal,Belgrano,3,2,3,163,163,390000
3577,Argentina,Capital Federal,Villa Pueyrredón,3,2,2,80,60,209000
3578,Argentina,Capital Federal,San Cristobal,3,2,1,65,65,120000
3579,Argentina,Capital Federal,Puerto Madero,3,2,2,130,130,720000
3580,Argentina,Capital Federal,Villa Devoto,3,2,1,79,62,154000
3581,Argentina,Capital Federal,Villa Crespo,3,2,1,61,58,205000
3582,Argentina,Capital Federal,Villa Crespo,3,2,1,64,57,199000
3583,Argentina,Capital Federal,Villa Crespo,3,2,2,70,62,200000
3584,Argentina,Capital Federal,Villa Crespo,3,2,1,,,105000
3585,Argentina,Capital Federal,Belgrano,3,2,2,,,255000
3586,Argentina,Capital Federal,Versalles,3,2,1,64,53,105000
3587,Argentina,Capital Federal,Balvanera,3,2,1,56,56,117000
3588,Argentina,Capital Federal,Barrio Norte,1,1,1,40,36,90000
3589,Argentina,Capital Federal,Recoleta,3,2,1,85,56,300000
3590,Argentina,Capital Federal,Recoleta,4,2,2,99,85,347000
3591,Argentina,Capital Federal,Recoleta,3,2,1,,,125000
3592,Argentina,Capital Federal,Belgrano,3,2,2,79,72,450000
3593,Argentina,Capital Federal,Belgrano,3,2,1,91,76,195000
3594,Argentina,Capital Federal,Belgrano,3,2,2,87,55,265000
3595,Argentina,Capital Federal,Caballito,3,2,3,139,88,320000
3596,Argentina,Capital Federal,Colegiales,2,1,1,93,93,320000
3597,Argentina,Capital Federal,Recoleta,2,1,1,55,,250000
3598,Argentina,Capital Federal,Caballito,1,1,1,32,30,80000
3599,Argentina,Capital Federal,Palermo,2,1,1,56,46,140000
3600,Argentina,Capital Federal,Almagro,2,1,1,48,44,129000
3601,Argentina,Capital Federal,Almagro,1,1,1,50,,122500
3602,Argentina,Capital Federal,Once,2,1,1,53,53,99000
3603,Argentina,Capital Federal,Villa del Parque,1,,1,35,,80000
3604,Argentina,Capital Federal,Villa Urquiza,1,,1,36,31,94500
3605,Argentina,Capital Federal,Villa Ortuzar,1,,1,35,34,79000
3606,Argentina,Capital Federal,San Cristobal,1,,1,35,32,57600
3607,Argentina,Capital Federal,Palermo,2,1,2,45,40,135000
3608,Argentina,Capital Federal,Villa Devoto,1,,,34,34,75000
3609,Argentina,Capital Federal,Las Cañitas,3,,,59,59,160000
3610,Argentina,Capital Federal,Caballito,2,,1,,50,140000
3611,Argentina,Capital Federal,Caballito,1,,1,33,31,85000
3612,Argentina,Capital Federal,Recoleta,1,,1,47,,160000
3613,Argentina,Capital Federal,Belgrano,1,,1,33,31,105000
3614,Argentina,Capital Federal,Palermo,1,,1,26,23,78000
3615,Argentina,Capital Federal,Liniers,1,,1,35,30,90000
3616,Argentina,Capital Federal,,,153,,,,300000
3617,Argentina,Capital Federal,Villa Devoto,3,,2,70,64,185000
3618,Argentina,Capital Federal,Palermo,1,1,1,40,36,90000
3619,Argentina,Capital Federal,Palermo,2,1,1,55,48,145000
3620,Argentina,Capital Federal,Palermo,2,1,1,33,33,85000
3621,Argentina,Capital Federal,Caballito,2,1,1,,42,85000
3622,Argentina,Capital Federal,Caballito,2,1,1,51,48,124900
3623,Argentina,Capital Federal,Balvanera,2,1,1,62,56,67500
3624,Argentina,Capital Federal,Saavedra,1,1,1,55,49,148000
3625,Argentina,Capital Federal,Saavedra,2,1,1,43,43,185000
3626,Argentina,Capital Federal,Recoleta,1,1,1,40,36,90000
3627,Argentina,Capital Federal,Flores,4,3,4,254,254,440000
3628,Argentina,Capital Federal,Recoleta,2,1,1,47,47,210000
3629,Argentina,Capital Federal,Congreso,1,1,1,,22,53000
3630,Argentina,Capital Federal,Belgrano,2,1,1,61,54,255000
3631,Argentina,Capital Federal,Belgrano,1,1,1,34,34,110000
3632,Argentina,Capital Federal,Belgrano,2,1,1,,,80000
3633,Argentina,Capital Federal,Belgrano,2,1,1,52,46,145000
3634,Argentina,Capital Federal,Barracas,2,1,1,45,45,62000
3635,Argentina,Capital Federal,Palermo,1,1,1,38,34,99000
3636,Argentina,Capital Federal,Palermo,1,1,1,40,36,90000
3637,Argentina,Capital Federal,Palermo,2,1,1,47,41,145000
3638,Argentina,Capital Federal,Palermo,2,1,1,61,61,210000
3639,Argentina,Capital Federal,Palermo,2,1,1,,35,90000
3640,Argentina,Capital Federal,San Telmo,1,1,1,34,31,65000
3641,Argentina,Capital Federal,Nuñez,4,3,3,118,109,574000
3642,Argentina,Capital Federal,Palermo,4,3,3,120,120,470000
3643,Argentina,Capital Federal,Palermo,5,4,5,313,313,4000000
3644,Argentina,Capital Federal,Parque Chacabuco,6,5,4,254,254,440000
3645,Argentina,Capital Federal,Caballito,6,5,4,254,254,440000
3646,Argentina,Capital Federal,Flores,6,5,4,254,254,440000
3647,Argentina,Capital Federal,Parque Chacabuco,5,4,4,254,254,440000
3648,Argentina,Capital Federal,Caballito,5,4,4,254,254,440000
3649,Argentina,Capital Federal,Recoleta,6,4,3,264,246,620000
3650,Argentina,Capital Federal,Belgrano,,4,3,240,225,1080000
3651,Argentina,Capital Federal,Belgrano,5,4,3,207,207,595000
3652,Argentina,Capital Federal,Palermo,5,4,3,190,180,530000
3653,Argentina,Capital Federal,Palermo,6,4,5,390,390,3500000
3654,Argentina,Capital Federal,Parque Chacabuco,4,3,4,254,254,440000
3655,Argentina,Capital Federal,Villa Crespo,4,3,3,127,115,315000
3656,Argentina,Capital Federal,Colegiales,4,3,3,117,90,295000
3657,Argentina,Capital Federal,Colegiales,4,3,2,134,109,430000
3658,Argentina,Capital Federal,Colegiales,4,3,3,165,110,520000
3659,Argentina,Capital Federal,Flores,5,4,4,254,254,440000
3660,Argentina,Capital Federal,Caballito,4,3,4,254,254,440000
3661,Argentina,Capital Federal,Nuñez,4,3,4,215,215,1290000
3662,Argentina,Capital Federal,Almagro,4,3,1,115,115,287500
3663,Argentina,Capital Federal,San Telmo,4,3,2,196,196,370000
3664,Argentina,Capital Federal,Palermo,4,3,1,,135,350000
3665,Argentina,Capital Federal,Palermo,4,3,3,210,210,720000
3666,Argentina,Capital Federal,Belgrano,4,3,3,154,154,720000
3667,Argentina,Capital Federal,Belgrano,5,3,3,156,156,570000
3668,Argentina,Capital Federal,Coghlan,4,3,2,113,105,305000
3669,Argentina,Capital Federal,Belgrano,4,3,4,180,180,795000
3670,Argentina,Capital Federal,Belgrano,4,3,3,149,130,970000
3671,Argentina,Capital Federal,Belgrano,4,3,4,160,155,950000
3672,Argentina,Capital Federal,Belgrano,4,3,2,,102,500000
3673,Argentina,Capital Federal,Recoleta,4,3,3,102,96,268000
3674,Argentina,Capital Federal,Belgrano,4,3,1,158,158,320000
3675,Argentina,Capital Federal,Belgrano,1,,1,25,,60000
3676,Argentina,Capital Federal,Palermo,2,1,2,56,56,110000
3677,Argentina,Capital Federal,Palermo,2,1,1,77,40,145000
3678,Argentina,Capital Federal,Palermo,2,1,2,56,56,110000
3679,Argentina,Capital Federal,Once,3,2,2,91,86,115000
3680,Argentina,Capital Federal,Once,4,3,2,91,86,115000
3681,Argentina,Capital Federal,Villa Crespo,3,2,2,78,,296500
3682,Argentina,Capital Federal,Villa Crespo,4,3,3,125,,464000
3683,Argentina,Capital Federal,Mataderos,,,,,,65000
3684,Argentina,Capital Federal,Belgrano,3,2,2,68,66,270000
3685,Argentina,Capital Federal,Liniers,,,,,,65000
3686,Argentina,Capital Federal,Palermo,4,4,4,400,378,1490000
3687,Argentina,Capital Federal,San Cristobal,3,,1,58,58,98000
3688,Argentina,Capital Federal,Villa Urquiza,4,3,3,90,77,349000
3689,Argentina,Capital Federal,Puerto Madero,5,4,6,457,353,4800000
3690,Argentina,Capital Federal,Villa Urquiza,1,,1,27,25,69000
3691,Argentina,Capital Federal,Colegiales,4,3,3,122,100,430000
3692,Argentina,Capital Federal,Recoleta,4,3,2,,112,330000
3693,Argentina,Capital Federal,San Telmo,2,1,1,,50,89000
3694,Argentina,Capital Federal,Caballito,1,1,1,28,25,93800
3695,Argentina,Capital Federal,Caballito,2,1,1,47,43,145000
3696,Argentina,Capital Federal,Caballito,2,1,1,39,36,125000
3697,Argentina,Capital Federal,Caballito,1,1,1,46,37,120000
3698,Argentina,Capital Federal,Caballito,2,1,1,41,37,128850
3699,Argentina,Capital Federal,Caballito,1,1,1,43,40,119000
3700,Argentina,Capital Federal,Belgrano,2,1,1,57,54,225000
3701,Argentina,Capital Federal,Belgrano,2,1,1,47,44,165000
3702,Argentina,Capital Federal,Villa Crespo,2,1,1,45,42,105000
3703,Argentina,Capital Federal,Barracas,2,1,1,40,40,75000
3704,Argentina,Capital Federal,Palermo,2,1,1,41,41,119000
3705,Argentina,Capital Federal,Coghlan,1,1,1,35,31,93000
3706,Argentina,Capital Federal,Flores,2,,1,65,38,10500
3707,Argentina,Capital Federal,Flores,1,,1,33,28,63500
3708,Argentina,Capital Federal,Recoleta,1,,1,25,25,99000
3709,Argentina,Capital Federal,Barrio Norte,,,,,,100000
3710,Argentina,Capital Federal,San Nicolás,1,,1,24,,65000
3711,Argentina,Capital Federal,Villa Crespo,1,,1,30,26,70000
3712,Argentina,Capital Federal,San Cristobal,1,,1,18,18,35000
3713,Argentina,Capital Federal,Palermo,2,1,1,70,70,200000
3714,Argentina,Capital Federal,Villa Urquiza,2,1,2,54,48,175000
3715,Argentina,Capital Federal,Parque Chacabuco,2,1,1,55,40,139500
3716,Argentina,Capital Federal,Flores,3,2,1,68,67,135000
3717,Argentina,Capital Federal,Belgrano,4,3,3,163,163,580000
3718,Argentina,Capital Federal,Belgrano,4,3,2,106,90,249000
3719,Argentina,Capital Federal,Belgrano,4,3,3,148,143,420000
3720,Argentina,Capital Federal,Belgrano,4,3,3,112,100,460000
3721,Argentina,Capital Federal,Belgrano,4,3,2,125,115,427000
3722,Argentina,Capital Federal,Palermo,4,3,4,404,404,5100000
3723,Argentina,Capital Federal,Palermo,4,3,3,191,175,700000
3724,Argentina,Capital Federal,Villa Ortuzar,3,2,2,90,60,249000
3725,Argentina,Capital Federal,Puerto Madero,3,2,2,99,91,450000
3726,Argentina,Capital Federal,Villa Crespo,3,2,1,85,73,300000
3727,Argentina,Capital Federal,Barrio Norte,3,2,1,85,85,238000
3728,Argentina,Capital Federal,Recoleta,3,2,2,90,83,208000
3729,Argentina,Capital Federal,Belgrano,,2,2,71,68,199000
3730,Argentina,Capital Federal,Belgrano,3,2,2,113,93,710000
3731,Argentina,Capital Federal,Belgrano,3,2,,135,120,650000
3732,Argentina,Capital Federal,Palermo,4,2,1,98,,460000
3733,Argentina,Capital Federal,Palermo,3,2,2,,94,259000
3734,Argentina,Capital Federal,Palermo,3,2,1,57,55,155000
3735,Argentina,Capital Federal,Palermo,3,2,1,56,56,180000
3736,Argentina,Capital Federal,Almagro,3,2,2,,,178164
3737,Argentina,Capital Federal,Nuñez,3,2,1,95,84,348000
3738,Argentina,Capital Federal,Caballito,4,3,3,110,100,410000
3739,Argentina,Capital Federal,Belgrano,2,1,1,46,38,139000
3740,Argentina,Capital Federal,Nuñez,3,2,2,82,78,440000
3741,Argentina,Capital Federal,Saavedra,3,2,1,103,,238800
3742,Argentina,Capital Federal,Belgrano,4,3,2,169,116,420000
3743,Argentina,Capital Federal,Belgrano,4,2,2,125,115,410000
3744,Argentina,Capital Federal,Balvanera,4,,,,90,220000
3745,Argentina,Capital Federal,Balvanera,4,3,2,93,81,109000
3746,Argentina,Capital Federal,Barrio Norte,4,2,2,99,95,290000
3747,Argentina,Capital Federal,Belgrano,5,4,2,102,91,280000
3748,Argentina,Capital Federal,Belgrano,6,4,4,320,260,520000
3749,Argentina,Capital Federal,Saavedra,2,1,1,45,,101300
3750,Argentina,Capital Federal,Recoleta,2,1,1,60,49,260000
3751,Argentina,Capital Federal,Recoleta,2,1,1,,43,93500
3752,Argentina,Capital Federal,Paternal,2,,1,,56,145000
3753,Argentina,Capital Federal,Paternal,2,,2,58,,155000
3754,Argentina,Capital Federal,Belgrano,2,1,2,54,44,305000
3755,Argentina,Capital Federal,Belgrano,2,1,1,52,50,149000
3756,Argentina,Capital Federal,Belgrano,2,1,1,69,54,300000
3757,Argentina,Capital Federal,Belgrano,2,1,1,54,43,148000
3758,Argentina,Capital Federal,Palermo,2,1,1,46,43,140000
3759,Argentina,Capital Federal,Liniers,2,1,1,38,33,76000
3760,Argentina,Capital Federal,Liniers,2,,1,,50,85000
3761,Argentina,Capital Federal,Almagro,2,1,1,51,47,151000
3762,Argentina,Capital Federal,Monserrat,1,,1,22,22,42000
3763,Argentina,Capital Federal,Mataderos,1,,1,35,32,69900
3764,Argentina,Capital Federal,Recoleta,1,,1,35,31,129500
3765,Argentina,Capital Federal,Recoleta,1,,1,45,40,135000
3766,Argentina,Capital Federal,Congreso,1,,,27,27,60000
3767,Argentina,Capital Federal,Belgrano,4,3,2,87,77,299000
3768,Argentina,Capital Federal,Palermo,1,,1,40,32,120000
3769,Argentina,Capital Federal,Palermo,4,3,1,103,96,238000
3770,Argentina,Capital Federal,Palermo,4,3,3,275,255,2750000
3771,Argentina,Capital Federal,Villa Pueyrredón,2,1,1,45,45,102000
3772,Argentina,Capital Federal,Villa Pueyrredón,2,1,1,41,39,130000
3773,Argentina,Capital Federal,Villa Pueyrredón,2,1,1,41,41,94900
3774,Argentina,Capital Federal,Villa Pueyrredón,2,1,1,,65,130000
3775,Argentina,Capital Federal,Once,3,2,1,80,74,190000
3776,Argentina,Capital Federal,Flores,3,2,1,60,60,155000
3777,Argentina,Capital Federal,Nuñez,3,2,1,90,75,250000
3778,Argentina,Capital Federal,Caballito,2,1,1,38,36,95000
3779,Argentina,Capital Federal,Palermo,3,2,2,67,67,185000
3780,Argentina,Capital Federal,Palermo,3,2,1,103,96,238000
3781,Argentina,Capital Federal,Palermo,3,2,1,103,96,238000
3782,Argentina,Capital Federal,Palermo,3,2,2,82,80,330000
3783,Argentina,Capital Federal,Belgrano,3,2,2,99,91,500000
3784,Argentina,Capital Federal,Belgrano,3,2,1,63,63,160000
3785,Argentina,Capital Federal,Saavedra,3,2,1,105,,244400
3786,Argentina,Capital Federal,Balvanera,2,1,1,40,40,90000
3787,Argentina,Capital Federal,Villa Real,3,,1,,57,120000
3788,Argentina,Capital Federal,Villa Real,3,,1,,60,120000
3789,Argentina,Capital Federal,Barrio Norte,3,2,2,75,67,225000
3790,Argentina,Capital Federal,Villa Urquiza,3,,,64,69,225000
3791,Argentina,Capital Federal,Flores,4,3,3,160,140,450000
3792,Argentina,Capital Federal,Retiro,4,3,2,114,104,550000
3793,Argentina,Capital Federal,Liniers,4,3,3,90,80,290000
3794,Argentina,Capital Federal,Liniers,4,3,2,101,95,335000
3795,Argentina,Capital Federal,Palermo,4,3,4,225,180,700000
3796,Argentina,Capital Federal,Palermo,4,3,1,103,96,238000
3797,Argentina,Capital Federal,Palermo,1,,1,36,32,110000
3798,Argentina,Capital Federal,Palermo,1,1,1,31,26,95000
3799,Argentina,Capital Federal,Nuñez,1,1,1,42,38,156000
3800,Argentina,Capital Federal,Barrio Norte,2,1,1,30,30,77000
3801,Argentina,Capital Federal,,,153,,,,300000
3802,Argentina,Capital Federal,San Telmo,2,,,48,45,120000
3803,Argentina,Capital Federal,Tribunales,,,1,30,30,58000
3804,Argentina,Capital Federal,Nuñez,1,1,1,43,38,110000
3805,Argentina,Capital Federal,Palermo,5,4,3,347,347,1280000
3806,Argentina,Capital Federal,Villa Urquiza,4,3,1,126,93,229000
3807,Argentina,Capital Federal,Puerto Madero,4,2,3,170,166,940000
3808,Argentina,Capital Federal,Villa Lugano,4,3,1,,,56000
3809,Argentina,Capital Federal,Monserrat,4,,1,60,55,115000
3810,Argentina,Capital Federal,Caballito,4,3,1,97,72,220000
3811,Argentina,Capital Federal,Recoleta,4,3,2,157,146,450000
3812,Argentina,Capital Federal,Recoleta,4,2,1,141,141,600000
3813,Argentina,Capital Federal,Recoleta,4,3,3,146,146,700000
3814,Argentina,Capital Federal,Recoleta,4,3,2,75,,260000
3815,Argentina,Capital Federal,Palermo,5,4,4,445,445,3400000
3816,Argentina,Capital Federal,Belgrano,4,3,5,225,207,1390000
3817,Argentina,Capital Federal,Belgrano,4,3,2,108,90,300000
3818,Argentina,Capital Federal,Belgrano,4,3,2,92,,430000
3819,Argentina,Capital Federal,Palermo,4,3,2,146,146,500000
3820,Argentina,Capital Federal,Palermo,4,3,1,67,67,212000
3821,Argentina,Capital Federal,Palermo,4,3,2,99,88,330000
3822,Argentina,Capital Federal,Palermo,4,3,4,190,180,890000
3823,Argentina,Capital Federal,Retiro,4,3,2,,,550000
3824,Argentina,Capital Federal,Retiro,4,2,3,254,254,780000
3825,Argentina,Capital Federal,Villa Crespo,3,2,1,97,92,155000
3826,Argentina,Capital Federal,Villa Crespo,3,2,1,74,74,124000
3827,Argentina,Capital Federal,Villa Crespo,3,2,2,64,59,177000
3828,Argentina,Capital Federal,Recoleta,4,3,2,110,110,395000
3829,Argentina,Capital Federal,Recoleta,4,3,2,109,109,295000
3830,Argentina,Capital Federal,Recoleta,5,4,4,115,110,385000
3831,Argentina,Capital Federal,Recoleta,5,4,3,525,345,1200000
3832,Argentina,Capital Federal,Recoleta,4,3,2,115,107,400000
3833,Argentina,Capital Federal,Chacarita,4,3,1,95,95,171000
3834,Argentina,Capital Federal,Barrio Norte,4,3,3,132,126,550000
3835,Argentina,Capital Federal,Barrio Norte,4,3,4,257,237,1240000
3836,Argentina,Capital Federal,Barrio Norte,4,3,2,115,107,400000
3837,Argentina,Capital Federal,Villa Crespo,4,3,1,95,95,171000
3838,Argentina,Capital Federal,Villa Crespo,4,3,2,78,70,183999
3839,Argentina,Capital Federal,Villa Crespo,4,3,1,90,85,230000
3840,Argentina,Capital Federal,Villa Crespo,4,3,2,99,84,220000
3841,Argentina,Capital Federal,Puerto Madero,4,3,3,335,335,3100000
3842,Argentina,Capital Federal,San Cristobal,4,3,1,130,122,165000
3843,Argentina,Capital Federal,Once,5,4,1,130,122,165000
3844,Argentina,Capital Federal,Palermo,4,,,127,114,440000
3845,Argentina,Capital Federal,Caballito,,3,2,84,80,160000
3846,Argentina,Capital Federal,Balvanera,,3,2,84,80,160000
3847,Argentina,Capital Federal,Palermo,,1,1,53,47,154000
3848,Argentina,Capital Federal,Almagro,,3,2,84,80,160000
3849,Argentina,Capital Federal,Palermo,9,5,5,571,333,2000000
3850,Argentina,Capital Federal,Barrio Norte,6,4,4,240,234,780000
3851,Argentina,Capital Federal,Palermo,6,5,3,298,298,535000
3852,Argentina,Capital Federal,Palermo,6,3,2,233,233,780000
3853,Argentina,Capital Federal,Barrio Norte,5,3,3,132,132,490000
3854,Argentina,Capital Federal,Barrio Norte,5,2,3,260,260,1000000
3855,Argentina,Capital Federal,Palermo,5,3,2,165,165,560000
3856,Argentina,Capital Federal,Barrio Norte,5,3,2,145,132,530000
3857,Argentina,Capital Federal,Villa Crespo,1,,1,33,33,112228
3858,Argentina,Capital Federal,Villa Pueyrredón,1,,1,63,36,90000
3859,Argentina,Capital Federal,Almagro,2,1,1,66,50,145000
3860,Argentina,Capital Federal,Almagro,2,1,1,53,46,194870
3861,Argentina,Capital Federal,Almagro,2,1,1,50,45,145001
3862,Argentina,Capital Federal,Almagro,2,1,1,46,42,176904
3863,Argentina,Capital Federal,Almagro,2,1,,51,43,161000
3864,Argentina,Capital Federal,Almagro,2,1,2,51,47,180695
3865,Argentina,Capital Federal,Palermo,2,1,1,56,52,190000
3866,Argentina,Capital Federal,Almagro,2,1,1,52,52,94410
3867,Argentina,Capital Federal,Palermo,2,1,1,52,46,125000
3868,Argentina,Capital Federal,Palermo,2,1,1,60,60,189000
3869,Argentina,Capital Federal,Palermo,2,1,1,47,42,149500
3870,Argentina,Capital Federal,Palermo,2,1,1,52,48,188001
3871,Argentina,Capital Federal,Palermo,2,1,1,48,43,149000
3872,Argentina,Capital Federal,Palermo,2,1,1,32,28,98753
3873,Argentina,Capital Federal,Palermo,2,1,1,45,40,219000
3874,Argentina,Capital Federal,Belgrano,2,1,2,53,50,159000
3875,Argentina,Capital Federal,Palermo,2,1,1,34,31,103950
3876,Argentina,Capital Federal,Congreso,2,1,1,47,35,75001
3877,Argentina,Capital Federal,Almagro,2,1,2,51,47,183433
3878,Argentina,Capital Federal,Parque Chacabuco,5,4,1,90,82,199000
3879,Argentina,Capital Federal,Villa Crespo,1,,1,40,35,106500
3880,Argentina,Capital Federal,Villa Crespo,1,,1,40,35,94000
3881,Argentina,Capital Federal,Caballito,1,,1,32,32,60125
3882,Argentina,Capital Federal,Palermo,1,,1,27,27,90000
3883,Argentina,Capital Federal,Palermo,1,,1,37,33,95000
3884,Argentina,Capital Federal,Palermo,1,,1,28,28,65999
3885,Argentina,Capital Federal,Palermo,1,,1,27,27,90000
3886,Argentina,Capital Federal,Recoleta,5,3,3,181,171,425000
3887,Argentina,Capital Federal,Almagro,1,,,35,28,112726
3888,Argentina,Capital Federal,Almagro,1,,,39,35,124678
3889,Argentina,Capital Federal,Almagro,1,,1,26,26,65000
3890,Argentina,Capital Federal,Almagro,1,,,40,36,124973
3891,Argentina,Capital Federal,Abasto,1,,1,43,39,94000
3892,Argentina,Capital Federal,Belgrano,8,4,4,360,360,1620000
3893,Argentina,Capital Federal,Recoleta,7,3,3,179,179,490000
3894,Argentina,Capital Federal,Caballito,6,3,1,170,170,375000
3895,Argentina,Capital Federal,Almagro,1,,,39,35,123456
3896,Argentina,Capital Federal,Recoleta,2,1,1,36,36,125000
3897,Argentina,Capital Federal,Barrio Norte,2,1,1,68,62,210000
3898,Argentina,Capital Federal,Villa Crespo,2,1,1,37,37,85000
3899,Argentina,Capital Federal,Villa Crespo,3,2,1,48,48,120001
3900,Argentina,Capital Federal,Villa Crespo,3,2,2,83,80,165000
3901,Argentina,Capital Federal,Villa Crespo,3,2,1,53,44,115000
3902,Argentina,Capital Federal,Puerto Madero,3,2,2,160,160,1000000
3903,Argentina,Capital Federal,Puerto Madero,3,2,2,188,188,1200000
3904,Argentina,Capital Federal,Puerto Madero,3,2,2,192,192,1250000
3905,Argentina,Capital Federal,San Cristobal,3,2,1,60,60,115000
3906,Argentina,Capital Federal,Barrio Norte,3,2,2,69,69,142500
3907,Argentina,Capital Federal,Villa Urquiza,3,2,1,57,50,130000
3908,Argentina,Capital Federal,Almagro,4,3,2,145,132,265000
3909,Argentina,Capital Federal,Almagro,4,3,1,100,90,125000
3910,Argentina,Capital Federal,Almagro,4,3,2,73,68,195000
3911,Argentina,Capital Federal,Palermo,4,3,4,155,140,675000
3912,Argentina,Capital Federal,Belgrano,4,3,3,148,140,420000
3913,Argentina,Capital Federal,Belgrano,4,3,3,380,380,1600000
3914,Argentina,Capital Federal,Belgrano,4,3,3,125,116,310000
3915,Argentina,Capital Federal,Parque Centenario,3,2,1,56,56,137000
3916,Argentina,Capital Federal,Recoleta,3,2,1,60,54,215000
3917,Argentina,Capital Federal,Recoleta,3,2,2,69,69,142500
3918,Argentina,Capital Federal,Belgrano,3,2,1,100,100,124999
3919,Argentina,Capital Federal,Villa Crespo,2,1,1,32,32,78800
3920,Argentina,Capital Federal,Villa Crespo,2,1,1,44,41,110000
3921,Argentina,Capital Federal,Villa Crespo,2,1,1,38,35,84103
3922,Argentina,Capital Federal,Villa Urquiza,2,1,1,51,44,159000
3923,Argentina,Capital Federal,Centro / Microcentro,2,1,1,76,64,139000
3924,Argentina,Capital Federal,Almagro,3,2,1,67,58,190000
3925,Argentina,Capital Federal,Almagro,3,2,2,65,60,205000
3926,Argentina,Capital Federal,Almagro,3,2,2,96,89,189000
3927,Argentina,Capital Federal,Almagro,3,2,2,90,83,290001
3928,Argentina,Capital Federal,Almagro,3,2,2,87,77,173000
3929,Argentina,Capital Federal,Almagro,3,2,1,90,60,250000
3930,Argentina,Capital Federal,Palermo,3,2,2,99,90,280001
3931,Argentina,Capital Federal,Palermo,3,1,2,82,70,270000
3932,Argentina,Capital Federal,Palermo,3,2,1,69,59,265001
3933,Argentina,Capital Federal,Palermo,3,2,2,78,78,490000
3934,Argentina,Capital Federal,Belgrano,3,2,2,79,65,330000
3935,Argentina,Capital Federal,Belgrano,3,2,2,80,80,530000
3936,Argentina,Capital Federal,San Telmo,3,2,1,54,51,93000
3937,Argentina,Capital Federal,San Telmo,3,2,1,55,55,142000
3938,Argentina,Capital Federal,Palermo,5,4,3,286,262,1690000
3939,Argentina,Capital Federal,Caballito,3,2,2,64,56,174000
3940,Argentina,Capital Federal,Abasto,2,1,1,51,45,110000
3941,Argentina,Capital Federal,Nuñez,2,1,1,67,41,129000
3942,Argentina,Capital Federal,Nuñez,2,1,1,74,65,165000
3943,Argentina,Capital Federal,Nuñez,2,1,2,60,55,180000
3944,Argentina,Capital Federal,Almagro,2,1,1,42,42,110000
3945,Argentina,Capital Federal,Almagro,2,1,1,,37,90000
3946,Argentina,Capital Federal,Palermo,2,1,1,68,61,310000
3947,Argentina,Capital Federal,Puerto Madero,1,,1,43,43,220000
3948,Argentina,Capital Federal,Palermo,2,1,2,52,42,210000
3949,Argentina,Capital Federal,Palermo,2,1,1,25,25,95000
3950,Argentina,Capital Federal,Palermo,2,1,1,60,53,151250
3951,Argentina,Capital Federal,Palermo,2,1,1,56,46,146000
3952,Argentina,Capital Federal,Belgrano,2,1,1,55,50,198000
3953,Argentina,Capital Federal,Belgrano,2,1,1,58,45,184000
3954,Argentina,Capital Federal,Belgrano,2,1,1,50,44,169000
3955,Argentina,Capital Federal,Belgrano,2,1,1,95,48,274000
3956,Argentina,Capital Federal,Palermo,2,1,1,69,60,310000
3957,Argentina,Capital Federal,Puerto Madero,1,,1,44,49,190000
3958,Argentina,Capital Federal,Villa Crespo,1,1,1,,,49500
3959,Argentina,Capital Federal,San Nicolás,1,1,1,43,43,127000
3960,Argentina,Capital Federal,Recoleta,5,3,2,145,132,530000
3961,Argentina,Capital Federal,Monserrat,3,2,3,78,78,143500
3962,Argentina,Capital Federal,Balvanera,3,2,1,,,74900
3963,Argentina,Capital Federal,Recoleta,,,,20,,47000
3964,Argentina,Capital Federal,Balvanera,,,,87,,170000
3965,Argentina,Capital Federal,San Nicolás,,,5,221,221,190000
3966,Argentina,Capital Federal,San Nicolás,,,5,221,221,190000
3967,Argentina,Capital Federal,Nuñez,1,,1,56,43,120000
3968,Argentina,Capital Federal,Nuñez,1,,1,38,35,105000
3969,Argentina,Capital Federal,Nuñez,1,1,1,34,34,120000
3970,Argentina,Capital Federal,Palermo,1,,1,38,31,114000
3971,Argentina,Capital Federal,Palermo,1,,1,37,31,109000
3972,Argentina,Capital Federal,Palermo,1,,1,29,29,110000
3973,Argentina,Capital Federal,Palermo,1,,1,40,33,97200
3974,Argentina,Capital Federal,Saavedra,1,,1,23,,53100
3975,Argentina,Capital Federal,Barrio Norte,1,,1,65,65,60000
3976,Argentina,Capital Federal,Barrio Norte,1,,1,,,75000
3977,Argentina,Capital Federal,Belgrano,2,1,1,,,80000
3978,Argentina,Capital Federal,Belgrano,2,1,1,45,40,178000
3979,Argentina,Capital Federal,Belgrano,1,,1,25,,60000
3980,Argentina,Capital Federal,Recoleta,2,1,1,65,65,250000
3981,Argentina,Capital Federal,Palermo,3,2,2,93,88,198000
3982,Argentina,Capital Federal,Palermo,3,2,1,98,81,185000
3983,Argentina,Capital Federal,Palermo,3,2,1,114,,266000
3984,Argentina,Capital Federal,Palermo,3,2,1,79,68,197500
